,state,monthly rent,monthly mortgage
701,Ohio,254.57896890000004,373.4564772
702,Oklahoma,234.2174551,325.82469710000004
703,Oregon,402.8495993,562.0560791
704,Pennsylvania,273.18292389999993,432.03218030000005
705,Rhode Island,337.6980222,515.8568922000001
706,South Carolina,224.7035057,375.53864480000004
707,South Dakota,200.942937,379.072849
708,Tennessee,264.2963674,374.1424108
709,Texas,375.7801153,433.60389569999995
710,Utah,296.63831630000004,630.6737036000001
711,Vermont,221.2919696,385.79668960000004
712,Virginia,387.5588562,658.7353156
713,Washington,471.91513030000004,684.1774374
714,West Virginia,134.1486453,230.9150051
715,Wisconsin,257.6614201,400.4862061
716,Wyoming,189.6950739,435.17141730000003
